"page_num","page","links","abc","brand","name","price","rating","number_of_rating","size1","size2","size3","oldname","size","othersize1","othersize2","othersize3","biggestsize","dollarvalue","perml","per30ml"
6,"https://www.mecca.com/en-au/skincare/facial-serums/?page=6","https://www.mecca.com/en-au/omorovicza/daily-vitamin-c-I-036056/?cgpath=skincare-serums",9,"Omorovicza","daily vitamin c 150g","$214.00","4.4","(16 reviews)",NA,NA,NA,"Daily Vitamin C 150g",0,0,0,0,0,214,NA,NA
6,"https://www.mecca.com/en-au/skincare/facial-serums/?page=6","https://www.mecca.com/en-au/goldfaden-md/radiance-repair-daily-renewal-serum-I-052639/?cgpath=skincare-serums",9,"Goldfaden MD","radiance repair+ daily renewal serum","$163.00","5.0","(7 reviews)",NA,NA,NA,"Radiance Repair+ Daily Renewal Serum",0,0,0,0,0,163,NA,NA
7,"https://www.mecca.com/en-au/skincare/facial-serums/?page=7","https://www.mecca.com/en-au/elizabeth-arden/retinol-hpr-ceramide-capsules-rapid-skin-renewing-serum-V-067445/?cgpath=skincare-serums",9,"Elizabeth Arden","retinol + hpr ceramide capsules rapid skin renewing serum","$85.00 - $160.00","4.7","(364 reviews)","60 pcs ","1 ","2 ","Retinol + HPR Ceramide Capsules Rapid Skin Renewing Serum",0,0,0,0,0,160,NA,NA
7,"https://www.mecca.com/en-au/skincare/facial-serums/?page=7","https://www.mecca.com/en-au/josie-maran-cosmetics/argan-smooth-skin-resurfacing-serum-I-040464/?cgpath=skincare-serums",9,"Josie Maran Cosmetics","argan smooth skin resurfacing serum","$116.00","0","(Write a review)",NA,NA,NA,"Argan Smooth Skin Resurfacing Serum",0,0,0,0,0,116,NA,NA
7,"https://www.mecca.com/en-au/skincare/facial-serums/?page=7","https://www.mecca.com/en-au/nuface/fix-line-smoothing-serum-I-035125/?cgpath=skincare-serums",9,"NuFACE","fix line smoothing serum","$81.00","4.2","(76 reviews)",NA,NA,NA,"Fix Line Smoothing Serum",0,0,0,0,0,81,NA,NA
7,"https://www.mecca.com/en-au/skincare/facial-serums/?page=7","https://www.mecca.com/en-au/volition-beauty/vineyard-beauty-secrets-retinol-starter-set-I-063332/?cgpath=skincare-serums",9,"Volition Beauty","vineyard beauty secrets - retinol starter set","$177.00","0","(Write a review)",NA,NA,NA,"Vineyard Beauty Secrets - Retinol Starter Set",0,0,0,0,0,177,NA,NA
7,"https://www.mecca.com/en-au/skincare/facial-serums/?page=7","https://www.mecca.com/en-au/officine-universelle-buly/hyaluronic-acid-I-048779/?cgpath=skincare-serums",9,"Officine Universelle Buly","hyaluronic acid 1g","$57.00","3.0","(2 reviews)",NA,NA,NA,"Hyaluronic Acid 1g",0,0,0,0,0,57,NA,NA
7,"https://www.mecca.com/en-au/skincare/facial-serums/?page=7","https://www.mecca.com/en-au/tammy-fender/quintessential-serum-I-033065/?cgpath=skincare-serums",9,"Tammy Fender","quintessential serum 29g","$299.00","5.0","(4 reviews)",NA,NA,NA,"Quintessential Serum 29g",0,0,0,0,0,299,NA,NA
7,"https://www.mecca.com/en-au/skincare/facial-serums/?page=7","https://www.mecca.com/en-au/estee-lauder/perfectionist-pro-rapid-renewal-retinol-treatment-I-066093/?cgpath=skincare-serums",9,"Estée Lauder","perfectionist pro rapid renewal retinol treatment","$147.00","0","(Write a review)",NA,NA,NA,"Perfectionist Pro Rapid Renewal Retinol Treatment",0,0,0,0,0,147,NA,NA
7,"https://www.mecca.com/en-au/skincare/facial-serums/?page=7","https://www.mecca.com/en-au/chantecaille/24k-gold-serum-I-060525/?cgpath=skincare-serums",9,"Chantecaille","24k gold serum","$697.00","1.0","(1 reviews)",NA,NA,NA,"24K Gold Serum",0,0,0,0,0,697,NA,NA
7,"https://www.mecca.com/en-au/skincare/facial-serums/?page=7","https://www.mecca.com/en-au/revive/peau-magnifique-youth-recruit-renewal-system-I-043101/?cgpath=skincare-serums",9,"RéVive","peau magnifique youth recruit renewal system","$2,656.00","3.8","(5 reviews)",NA,NA,NA,"Peau Magnifique Youth Recruit Renewal System",0,0,0,0,0,2656,NA,NA
7,"https://www.mecca.com/en-au/skincare/facial-serums/?page=7","https://www.mecca.com/en-au/apotcare/hyalu-repair-brightening-essence-I-054104/?cgpath=skincare-serums",9,"APOTCARE","hyalu repair brightening essence","$136.00","3.4","(5 reviews)",NA,NA,NA,"HYALU REPAIR Brightening Essence",0,0,0,0,0,136,NA,NA
8,"https://www.mecca.com/en-au/skincare/facial-serums/?page=8","https://www.mecca.com/en-au/eve-lom/radiance-repair-retinol-serum-I-050137/?cgpath=skincare-serums",6,"Eve Lom","radiance repair retinol serum","$295.00","4.6","(955 reviews)","0 ",NA,NA,"Radiance Repair Retinol Serum",0,0,0,0,0,295,NA,NA
8,"https://www.mecca.com/en-au/skincare/facial-serums/?page=8","https://www.mecca.com/en-au/shiseido/white-lucent-illuminating-micro-spot-serum-V-043431/?cgpath=skincare-serums",6,"Shiseido","white lucent illuminating micro-spot serum","$142.00 - $193.00","4.6","(7 reviews)","0 ",NA,NA,"White Lucent Illuminating Micro-Spot Serum",0,0,0,0,0,193,NA,NA
8,"https://www.mecca.com/en-au/skincare/facial-serums/?page=8","https://www.mecca.com/en-au/elizabeth-arden/retinol-hpr-ceramide-capsules-rapid-skin-renewing-serum-90-piece-I-071450/?cgpath=skincare-serums",6,"Elizabeth Arden","retinol + hpr ceramide capsules rapid skin renewing serum 90 piece 90pc","$199.00","0","(Write a review)","0 ",NA,NA,"Retinol + HPR Ceramide Capsules Rapid Skin Renewing Serum 90 Piece 90pc",0,0,0,0,0,199,NA,NA
8,"https://www.mecca.com/en-au/skincare/facial-serums/?page=8","https://www.mecca.com/en-au/elizabeth-arden/elizabeth-arden-ceramide-nourish-smooth-duo-I-057586/?cgpath=skincare-serums",6,"Elizabeth Arden","elizabeth arden ceramide nourish & smooth duo 30 pieces","$115.00","0","(Write a review)","0 ",NA,NA,"Elizabeth Arden Ceramide Nourish & Smooth Duo 30 Pieces",0,0,0,0,0,115,NA,NA
8,"https://www.mecca.com/en-au/skincare/facial-serums/?page=8","https://www.mecca.com/en-au/elizabeth-arden/elizabeth-arden-ceramide-plump-smooth-duo-I-057585/?cgpath=skincare-serums",6,"Elizabeth Arden","elizabeth arden ceramide plump & smooth duo 30 pieces","$115.00","5.0","(6 reviews)","0 ",NA,NA,"Elizabeth Arden Ceramide Plump & Smooth Duo 30 Pieces",0,0,0,0,0,115,NA,NA
8,"https://www.mecca.com/en-au/skincare/facial-serums/?page=8","https://www.mecca.com/en-au/drunk-elephant/a-passioni-retinol-cream-V-047575/?cgpath=skincare-serums",6,"Drunk Elephant","a-passioni™ retinol cream","$46.00 - $123.00","4.3","(458 reviews)","0 ",NA,NA,"A-Passioni™ Retinol Cream",0,0,0,0,0,123,NA,NA
8,"https://www.mecca.com/en-au/skincare/facial-serums/?page=8","https://www.mecca.com/en-au/darphin/hydraskin-hydrating-stick-I-037670/?cgpath=skincare-serums",6,"Darphin","hydraskin hydrating stick 15g","$52.00","4.1","(11 reviews)","0 ",NA,NA,"Hydraskin Hydrating Stick 15g",0,0,0,0,0,52,NA,NA
