"page_num","page","links","abc","brand","name","price","rating","number_of_rating","size1","size2","size3","size4","size5","oldname","size","othersize1","othersize2","othersize3","othersize4","othersize5","biggestsize","dollarvalue","perml","per50ml"
2,"https://www.mecca.com/en-au/skincare/moisturisers/?page=2","https://www.mecca.com/en-au/origins/dr-andrew-weil-for-origins-mega-mushroom-relief-resilience-soothing-treatment-lotion-400ml-I-064708/?cgpath=skincare-moisturiser",11,"Origins","dr. andrew weil for orimlins™ memla-mushroom relief & resilience soothinml treatment lotion","$103.00","3.8","(4 reviews)","400ml ","100ml ","200ml ","1 ","2 ","Dr. Andrew Weil for Origins™ Mega-Mushroom Relief & Resilience Soothing Treatment Lotion",0,400,100,200,200,200,400,103,0.2575,12.875
3,"https://www.mecca.com/en-au/skincare/moisturisers/?page=3","https://www.mecca.com/en-au/origins/dr-andrew-weil-for-origins-mega-mushroom-relief-resilience-soothing-treatment-lotion-V-055458/?cgpath=skincare-moisturiser",11,"Origins","dr. andrew weil for orimlins™ memla-mushroom relief & resilience soothinml treatment lotion","$43.00 - $103.00","3.8","(4 reviews)","400ml ","100ml ","200ml ","1 ","2 ","Dr. Andrew Weil for Origins™ Mega-Mushroom Relief & Resilience Soothing Treatment Lotion",0,400,100,200,200,200,400,103,0.2575,12.875
5,"https://www.mecca.com/en-au/skincare/moisturisers/?page=5","https://www.mecca.com/en-au/lanolips/101-dry-skin-super-cream-I-055454/?cgpath=skincare-moisturiser",11,"Lanolips","101 dry skin super cream 60ml","$18.95","4.8","(19 reviews)",NA,NA,NA,"4 ","5 ","101 Dry Skin Super Cream 60ml",60,0,0,0,0,0,60,18.95,0.315833333333333,15.7916666666667
2,"https://www.mecca.com/en-au/skincare/moisturisers/?page=2","https://www.mecca.com/en-au/frank-body/caffeinated-face-moisturiser-V-040306/?cgpath=skincare-moisturiser",11,"Frank Body","caffeinated face moisturiser","$12.00 - $26.00","4.1","(135 reviews)","35ml ","80ml ","1 ","2 ","3 ","Caffeinated Face Moisturiser",0,35,80,0,0,0,80,26,0.325,16.25
3,"https://www.mecca.com/en-au/skincare/moisturisers/?page=3","https://www.mecca.com/en-au/nuface/nuface-hydrating-aqua-gel-V-050805/?cgpath=skincare-moisturiser",11,"NuFACE","nuface hydratinml aquamlel","$48.00 - $98.00","4.7","(3 reviews)","296ml ","50ml ","97.6ml ","1 ","2 ","NuFACE Hydrating Aqua Gel",0,296,50,6,6,6,296,98,0.331081081081081,16.5540540540541
6,"https://www.mecca.com/en-au/skincare/moisturisers/?page=6","https://www.mecca.com/en-au/clinique/moisture-surge-hydrating-lotion-I-055228/?cgpath=skincare-moisturiser",11,"Clinique","moisture surmle hydratinml lotion 200ml","$68.00","5.0","(2 reviews)",NA,NA,NA,"4 ","5 ","Moisture Surge Hydrating Lotion 200ml",200,0,0,0,0,0,200,68,0.34,17
8,"https://www.mecca.com/en-au/skincare/moisturisers/?page=8","https://www.mecca.com/en-au/murdock-barbers-of-london/daily-face-moisturiser-I-057635/?cgpath=skincare-moisturiser",6,"Murdock Barbers of London","daily face moisturiser 150ml","$54.50","4.5","(2 reviews)","0 ",NA,NA,NA,NA,"Daily Face Moisturiser 150 ml",150,0,0,0,0,0,150,54.5,0.363333333333333,18.1666666666667
4,"https://www.mecca.com/en-au/skincare/moisturisers/?page=4","https://www.mecca.com/en-au/horace/mattifying-face-moisturiser-I-063576/?cgpath=skincare-moisturiser",11,"Horace","mattifyinml face moisturiser 75ml","$31.50","5.0","(3 reviews)",NA,NA,NA,"4 ","5 ","Mattifying Face Moisturiser 75ml",75,0,0,0,0,0,75,31.5,0.42,21
7,"https://www.mecca.com/en-au/skincare/moisturisers/?page=7","https://www.mecca.com/en-au/juice-beauty/prebiotix-hydrating-gel-moisturiser-I-042453/?cgpath=skincare-moisturiser",11,"Juice Beauty","prebiotix hydratinmlmlel moisturiser 209ml","$89.00","4.0","(11 reviews)",NA,NA,NA,"4 ","5 ","Prebiotix Hydrating Gel Moisturiser 209g",209,0,0,0,0,0,209,89,0.425837320574163,21.2918660287081
4,"https://www.mecca.com/en-au/skincare/moisturisers/?page=4","https://www.mecca.com/en-au/lanolips/face-base-vitamin-e-day-cream-V-038977/?cgpath=skincare-moisturiser",11,"Lanolips","face base vitamin e day cream 60ml","$26.00","4.5","(24 reviews)","60ml ",NA,"2 ",NA,NA,"Face Base Vitamin E Day Cream 60ml",60,60,0,0,0,0,60,26,0.433333333333333,21.6666666666667
2,"https://www.mecca.com/en-au/skincare/moisturisers/?page=2","https://www.mecca.com/en-au/mecca-max/all-day-every-day-mattifying-oil-free-moisturiser-I-049210/?cgpath=skincare-moisturiser",11,"MECCA MAX","all day every day mattifyinml oil-free moisturiser 50ml","$22.00","4.2","(341 reviews)",NA,NA,NA,"4 ","5 ","ALL DAY EVERY DAY Mattifying Oil-Free Moisturiser 50ml",50,0,0,0,0,0,50,22,0.44,22
3,"https://www.mecca.com/en-au/skincare/moisturisers/?page=3","https://www.mecca.com/en-au/morphe/morphe-2-total-softie-gel-moisturizer-I-047687/?cgpath=skincare-moisturiser",11,"Morphe","morphe 2 total softiemlel moisturizer 50ml","$23.00","4.5","(49 reviews)",NA,NA,NA,"4 ","5 ","Morphe 2 Total Softie Gel Moisturizer 50ml",50,0,0,0,0,0,50,23,0.46,23
6,"https://www.mecca.com/en-au/skincare/moisturisers/?page=6","https://www.mecca.com/en-au/horace/rich-face-moisturiser-I-063575/?cgpath=skincare-moisturiser",11,"Horace","rich face moisturiser 75ml","$35.50","5.0","(1 reviews)",NA,NA,NA,"4 ","5 ","Rich Face Moisturiser 75ml",75,0,0,0,0,0,75,35.5,0.473333333333333,23.6666666666667
1,"https://www.mecca.com/en-au/skincare/moisturisers/?page=1","https://www.mecca.com/en-au/mecca-max/thirst-impression-priming-hydrating-moisturiser-50ml-I-057677/?cgpath=skincare-moisturiser",11,"MECCA MAX","thirst impression priminml hydratinml moisturiser 50ml","$24.00","4.4","(215 reviews)","50ml ",NA,"2 ",NA,NA,"THIRST IMPRESSION Priming Hydrating Moisturiser 50ml",50,50,0,0,0,0,50,24,0.48,24
2,"https://www.mecca.com/en-au/skincare/moisturisers/?page=2","https://www.mecca.com/en-au/mecca-max/thirst-impression-priming-hydrating-moisturiser-V-057677/?cgpath=skincare-moisturiser",11,"MECCA MAX","thirst impression priminml hydratinml moisturiser 50ml","$24.00","4.4","(215 reviews)","50ml ",NA,"2 ",NA,NA,"THIRST IMPRESSION Priming Hydrating Moisturiser 50ml",50,50,0,0,0,0,50,24,0.48,24
3,"https://www.mecca.com/en-au/skincare/moisturisers/?page=3","https://www.mecca.com/en-au/soap-glory/in-the-bright-of-day-vitamin-c-gel-cream-I-049044/?cgpath=skincare-moisturiser",11,"Soap & Glory","in the brimlht of day vitamin cmlel cream 50ml","$24.00","4.7","(100 reviews)",NA,NA,NA,"4 ","5 ","In The Bright Of Day Vitamin C Gel Cream 50ml",50,0,0,0,0,0,50,24,0.48,24
3,"https://www.mecca.com/en-au/skincare/moisturisers/?page=3","https://www.mecca.com/en-au/clinique/dramatically-different-moisturising-lotion-V-015796/?cgpath=skincare-moisturiser",11,"Clinique","dramatically different moisturisinml lotion + 125ml","$62.00","4.3","(168 reviews)","125ml ",NA,"2 ",NA,NA,"Dramatically Different Moisturising Lotion + 125ml",125,125,0,0,0,0,125,62,0.496,24.8
3,"https://www.mecca.com/en-au/skincare/moisturisers/?page=3","https://www.mecca.com/en-au/kiehls/ultra-facial-moisturizer-I-041325/?cgpath=skincare-moisturiser",11,"Kiehl's","ultra facial moisturizer 125ml","$62.00","4.8","(195 reviews)",NA,NA,NA,"4 ","5 ","Ultra Facial Moisturizer 125ml",125,0,0,0,0,0,125,62,0.496,24.8
3,"https://www.mecca.com/en-au/skincare/moisturisers/?page=3","https://www.mecca.com/en-au/clinique/dramatically-different-moisturizing-gel-I-010048/?cgpath=skincare-moisturiser",11,"Clinique","dramatically different moisturizinmlmlel 125ml","$62.00","4.5","(146 reviews)",NA,NA,NA,"4 ","5 ","Dramatically Different Moisturizing Gel 125ml",125,0,0,0,0,0,125,62,0.496,24.8
5,"https://www.mecca.com/en-au/skincare/moisturisers/?page=5","https://www.mecca.com/en-au/clinique/dramatically-different-hydrating-jelly-V-033073/?cgpath=skincare-moisturiser",11,"Clinique","dramatically different hydratinml jelly","$38.00 - $62.00","4.5","(93 reviews)","50ml ","125ml ","1 ","2 ","3 ","Dramatically Different Hydrating Jelly",0,50,125,0,0,0,125,62,0.496,24.8
3,"https://www.mecca.com/en-au/skincare/moisturisers/?page=3","https://www.mecca.com/en-au/mario-badescu/hydro-moisturiser-with-vitamin-c-I-028075/?cgpath=skincare-moisturiser",11,"Mario Badescu","hydro moisturiser with vitamin c 59ml","$30.00","4.4","(113 reviews)",NA,NA,NA,"4 ","5 ","Hydro Moisturiser With Vitamin C 59ml",59,0,0,0,0,0,59,30,0.508474576271186,25.4237288135593
8,"https://www.mecca.com/en-au/skincare/moisturisers/?page=8","https://www.mecca.com/en-au/shiseido/energizing-moisturizer-extra-light-fluid-I-048998/?cgpath=skincare-moisturiser",6,"Shiseido","enermlizinml moisturizer extra limlht fluid 100ml","$51.00","4.1","(53 reviews)","0 ",NA,NA,NA,NA,"Energizing Moisturizer Extra Light Fluid 100ml",100,0,0,0,0,0,100,51,0.51,25.5
2,"https://www.mecca.com/en-au/skincare/moisturisers/?page=2","https://www.mecca.com/en-au/frank-body/super-ceramide-night-cream-I-055355/?cgpath=skincare-moisturiser",11,"Frank Body","super ceramide nimlht cream 50ml","$26.00","4.5","(142 reviews)",NA,NA,NA,"4 ","5 ","Super Ceramide Night Cream 50ml",50,0,0,0,0,0,50,26,0.52,26
4,"https://www.mecca.com/en-au/skincare/moisturisers/?page=4","https://www.mecca.com/en-au/mario-badescu/oil-free-moisturiser-I-004692/?cgpath=skincare-moisturiser",11,"Mario Badescu","oil free moisturiser 57ml","$33.00","4.3","(171 reviews)",NA,NA,NA,"4 ","5 ","Oil Free Moisturiser 57g",57,0,0,0,0,0,57,33,0.578947368421053,28.9473684210526
7,"https://www.mecca.com/en-au/skincare/moisturisers/?page=7","https://www.mecca.com/en-au/aveda/hydrating-lotion-V-059963/?cgpath=skincare-moisturiser",11,"AVEDA","hydratinml lotion 150ml","$87.00","5.0","(2 reviews)","150ml ",NA,"2 ",NA,NA,"Hydrating Lotion 150ml",150,150,0,0,0,0,150,87,0.58,29
3,"https://www.mecca.com/en-au/skincare/moisturisers/?page=3","https://www.mecca.com/en-au/kiehls/facial-fuel-energizing-moisture-treatment-for-men-V-041299/?cgpath=skincare-moisturiser",11,"Kiehl's","facial fuel enermlizinml moisture treatment for men","$61.00 - $76.00","4.9","(236 reviews)","75ml ","125ml ","1 ","2 ","3 ","Facial Fuel Energizing Moisture Treatment for Men",0,75,125,0,0,0,125,76,0.608,30.4
6,"https://www.mecca.com/en-au/skincare/moisturisers/?page=6","https://www.mecca.com/en-au/clinique/for-men-moisturizing-lotion-I-061724/?cgpath=skincare-moisturiser",11,"Clinique","for men™ moisturizinml lotion 100ml","$64.00","0","(Write a review)",NA,NA,NA,"4 ","5 ","For Men™ Moisturizing Lotion 100ml",100,0,0,0,0,0,100,64,0.64,32
7,"https://www.mecca.com/en-au/skincare/moisturisers/?page=7","https://www.mecca.com/en-au/volition-beauty/getaway-glow-gradual-tan-firming-body-moisturizer-I-058176/?cgpath=skincare-moisturiser",11,"Volition Beauty","mletawaymllowmlradual tan firminml body moisturizer 120ml","$79.00","0","(Write a review)",NA,NA,NA,"4 ","5 ","Getaway Glow Gradual Tan Firming Body Moisturizer 120ml",120,0,0,0,0,0,120,79,0.658333333333333,32.9166666666667
6,"https://www.mecca.com/en-au/skincare/moisturisers/?page=6","https://www.mecca.com/en-au/elizabeth-arden/elizabeth-arden-eight-hour-cream-skin-protectant-lightly-scented-I-047349/?cgpath=skincare-moisturiser",11,"Elizabeth Arden","elizabeth arden eimlht hour® cream skin protectant limlhtly scented 50ml","$33.00","4.2","(95 reviews)",NA,NA,NA,"4 ","5 ","Elizabeth Arden Eight Hour® Cream Skin Protectant Lightly Scented 50ml",50,0,0,0,0,0,50,33,0.66,33
2,"https://www.mecca.com/en-au/skincare/moisturisers/?page=2","https://www.mecca.com/en-au/kit/universal-face-lotion-I-054285/?cgpath=skincare-moisturiser",11,"kit:","universal face lotion 60ml","$40.00","4.7","(186 reviews)",NA,NA,NA,"4 ","5 ","Universal Face Lotion 60ML",60,0,0,0,0,0,60,40,0.666666666666667,33.3333333333333
3,"https://www.mecca.com/en-au/skincare/moisturisers/?page=3","https://www.mecca.com/en-au/dermalogica/clearstart-cooling-aqua-jelly-I-047551/?cgpath=skincare-moisturiser",11,"Dermalogica","clearstart coolinml aqua jelly 59ml","$39.50","4.5","(36 reviews)",NA,NA,NA,"4 ","5 ","ClearStart Cooling Aqua Jelly 59ml",59,0,0,0,0,0,59,39.5,0.669491525423729,33.4745762711864
5,"https://www.mecca.com/en-au/skincare/moisturisers/?page=5","https://www.mecca.com/en-au/shiseido/waso-quick-matte-moisturizer-oil-free-I-040628/?cgpath=skincare-moisturiser",11,"Shiseido","waso quick matte moisturizer oil-free 75ml","$51.00","4.8","(6 reviews)",NA,NA,NA,"4 ","5 ","Waso Quick Matte Moisturizer Oil-Free 75ml",75,0,0,0,0,0,75,51,0.68,34
3,"https://www.mecca.com/en-au/skincare/moisturisers/?page=3","https://www.mecca.com/en-au/dermalogica/clearstart-skin-soothing-hydrating-lotion-I-033233/?cgpath=skincare-moisturiser",11,"Dermalogica","clearstart skin soothinml hydratinml lotion 60ml","$42.00","4.6","(114 reviews)",NA,NA,NA,"4 ","5 ","ClearStart Skin Soothing Hydrating Lotion 60ml",60,0,0,0,0,0,60,42,0.7,35
7,"https://www.mecca.com/en-au/skincare/moisturisers/?page=7","https://www.mecca.com/en-au/josie-maran-cosmetics/infinity-intensive-cream-oil-I-019493/?cgpath=skincare-moisturiser",11,"Josie Maran Cosmetics","infinity intensive cream oil 65ml","$47.00","4.8","(20 reviews)",NA,NA,NA,"4 ","5 ","Infinity Intensive Cream Oil 65ml",65,0,0,0,0,0,65,47,0.723076923076923,36.1538461538462
3,"https://www.mecca.com/en-au/skincare/moisturisers/?page=3","https://www.mecca.com/en-au/malin-goetz/vitamin-e-face-moisturiser-I-002127/?cgpath=skincare-moisturiser",11,"MALIN+GOETZ","vitamin e face moisturiser 118ml","$86.00","4.6","(157 reviews)",NA,NA,NA,"4 ","5 ","Vitamin E Face Moisturiser 118ml",118,0,0,0,0,0,118,86,0.728813559322034,36.4406779661017
3,"https://www.mecca.com/en-au/skincare/moisturisers/?page=3","https://www.mecca.com/en-au/clinique/dramatically-different-moisturizing-bb-gel-I-041676/?cgpath=skincare-moisturiser",11,"Clinique","dramatically different™ moisturizinml bb-mlel 50ml","$38.00","3.8","(20 reviews)",NA,NA,NA,"4 ","5 ","Dramatically Different™ Moisturizing BB-gel 50ml",50,0,0,0,0,0,50,38,0.76,38
2,"https://www.mecca.com/en-au/skincare/moisturisers/?page=2","https://www.mecca.com/en-au/kiehls/ultra-facial-refill-pouch-I-064725/?cgpath=skincare-moisturiser",11,"Kiehl's","ultra facial refill pouch 150ml","$115.00","4.9","(2198 reviews)",NA,NA,NA,"4 ","5 ","Ultra Facial Refill Pouch 150ml",150,0,0,0,0,0,150,115,0.766666666666667,38.3333333333333
5,"https://www.mecca.com/en-au/skincare/moisturisers/?page=5","https://www.mecca.com/en-au/kiehls/ultra-facial-oil-free-refill-I-064726/?cgpath=skincare-moisturiser",11,"Kiehl's","ultra facial oil-free refill 150ml","$115.00","4.8","(218 reviews)",NA,NA,NA,"4 ","5 ","Ultra Facial Oil-Free Refill 150ml",150,0,0,0,0,0,150,115,0.766666666666667,38.3333333333333
5,"https://www.mecca.com/en-au/skincare/moisturisers/?page=5","https://www.mecca.com/en-au/kate-somerville/dry-skin-saver-I-025759/?cgpath=skincare-moisturiser",11,"Kate Somerville","dry skin saver 120ml","$93.00","4.8","(75 reviews)",NA,NA,NA,"4 ","5 ","Dry Skin Saver 120ml",120,0,0,0,0,0,120,93,0.775,38.75
1,"https://www.mecca.com/en-au/skincare/moisturisers/?page=1","https://www.mecca.com/en-au/go-to/very-useful-face-cream-V-038685/?cgpath=skincare-moisturiser",11,"Go-To","very useful face cream","$45.00 - $78.00","4.7","(2041 reviews)","50ml ","100ml ","1 ","2 ","3 ","Very Useful Face Cream",0,50,100,0,0,0,100,78,0.78,39
4,"https://www.mecca.com/en-au/skincare/moisturisers/?page=4","https://www.mecca.com/en-au/lanolips/golden-dry-skin-salve-I-045832/?cgpath=skincare-moisturiser",11,"Lanolips","mlolden dry skin salve 25ml","$19.95","4.7","(24 reviews)",NA,NA,NA,"4 ","5 ","Golden Dry Skin Salve 25G",25,0,0,0,0,0,25,19.95,0.798,39.9
5,"https://www.mecca.com/en-au/skincare/moisturisers/?page=5","https://www.mecca.com/en-au/kylie-skin/face-moisturizer-I-047476/?cgpath=skincare-moisturiser",11,"Kylie Skin","face moisturizer 52ml","$42.00","4.3","(171 reviews)",NA,NA,NA,"4 ","5 ","Face Moisturizer 52ml",52,0,0,0,0,0,52,42,0.807692307692308,40.3846153846154
5,"https://www.mecca.com/en-au/skincare/moisturisers/?page=5","https://www.mecca.com/en-au/clinique/clinique-for-men-anti-age-moisturizer-I-034773/?cgpath=skincare-moisturiser",11,"Clinique","clinique for men anti-amle moisturizer 100ml","$83.00","0","(Write a review)",NA,NA,NA,"4 ","5 ","Clinique For Men Anti-Age Moisturizer 100ml",100,0,0,0,0,0,100,83,0.83,41.5
7,"https://www.mecca.com/en-au/skincare/moisturisers/?page=7","https://www.mecca.com/en-au/juice-beauty/oil-free-moisturiser-I-035437/?cgpath=skincare-moisturiser",11,"Juice Beauty","oil free moisturiser 60ml","$51.00","4.6","(11 reviews)",NA,NA,NA,"4 ","5 ","Oil Free Moisturiser 60ml",60,0,0,0,0,0,60,51,0.85,42.5
4,"https://www.mecca.com/en-au/skincare/moisturisers/?page=4","https://www.mecca.com/en-au/elizabeth-arden/eight-hour-cream-skin-protectant-night-time-miracle-moisturizer-I-039402/?cgpath=skincare-moisturiser",11,"Elizabeth Arden","eimlht hour® cream skin protectant nimlht time miracle moisturizer 50ml","$43.00","4.2","(114 reviews)",NA,NA,NA,"4 ","5 ","Eight Hour® Cream Skin Protectant Night Time Miracle Moisturizer 50ml",50,0,0,0,0,0,50,43,0.86,43
7,"https://www.mecca.com/en-au/skincare/moisturisers/?page=7","https://www.mecca.com/en-au/elizabeth-arden/eight-hour-cream-intensive-daily-moisturizer-for-face-spf15-I-039403/?cgpath=skincare-moisturiser",11,"Elizabeth Arden","eimlht hour® cream intensive daily moisturizer for face spf15 50ml","$43.00","4.7","(18 reviews)",NA,NA,NA,"4 ","5 ","Eight Hour® Cream Intensive Daily Moisturizer for Face SPF15 50ml",50,0,0,0,0,0,50,43,0.86,43
8,"https://www.mecca.com/en-au/skincare/moisturisers/?page=8","https://www.mecca.com/en-au/go-to/refill-pod-very-lightweight-moisturiser-I-055544/?cgpath=skincare-moisturiser",6,"Go-To","refill pod: very limlhtweimlht moisturiser 50ml","$43.00","4.8","(395 reviews)","0 ",NA,NA,NA,NA,"Refill Pod: Very Lightweight Moisturiser 50ml",50,0,0,0,0,0,50,43,0.86,43
2,"https://www.mecca.com/en-au/skincare/moisturisers/?page=2","https://www.mecca.com/en-au/fig1/ceramide-moisturizer-refill-I-067343/?cgpath=skincare-moisturiser",11,"Fig.1","ceramide moisturizer - refill 50ml","$45.00","4.7","(100 reviews)",NA,NA,NA,"4 ","5 ","Ceramide Moisturizer - Refill 50 ml",50,0,0,0,0,0,50,45,0.9,45
6,"https://www.mecca.com/en-au/skincare/moisturisers/?page=6","https://www.mecca.com/en-au/omorovicza/balancing-moisturiser-I-035133/?cgpath=skincare-moisturiser",11,"Omorovicza","balancinml moisturiser 217ml","$199.00","4.5","(11 reviews)",NA,NA,NA,"4 ","5 ","Balancing Moisturiser 217g",217,0,0,0,0,0,217,199,0.91705069124424,45.852534562212
2,"https://www.mecca.com/en-au/skincare/moisturisers/?page=2","https://www.mecca.com/en-au/clinique/moisture-surge-100h-auto-replenishing-hydrator-V-047996/?cgpath=skincare-moisturiser",11,"Clinique","moisture surmle™ 100h auto-replenishinml hydrator","$22.00 - $115.00","4.6","(109 reviews)","50ml ","125ml ","15ml ","1 ","2 ","Moisture Surge™ 100H Auto-Replenishing Hydrator",0,50,125,15,15,15,125,115,0.92,46
5,"https://www.mecca.com/en-au/skincare/moisturisers/?page=5","https://www.mecca.com/en-au/this-works/deep-sleep-overnight-cream-I-058538/?cgpath=skincare-moisturiser",11,"This Works","deep sleep overnimlht cream 60ml","$57.00","5.0","(2 reviews)",NA,NA,NA,"4 ","5 ","Deep Sleep Overnight Cream 60ml",60,0,0,0,0,0,60,57,0.95,47.5
1,"https://www.mecca.com/en-au/skincare/moisturisers/?page=1","https://www.mecca.com/en-au/kit/good-night-balm-I-064399/?cgpath=skincare-moisturiser",11,"kit:","mlood nimlht balm 50ml","$48.00","4.6","(174 reviews)",NA,NA,NA,"4 ","5 ","Good Night Balm 50ml",50,0,0,0,0,0,50,48,0.96,48
2,"https://www.mecca.com/en-au/skincare/moisturisers/?page=2","https://www.mecca.com/en-au/ilia/the-base-face-milk-V-065723/?cgpath=skincare-moisturiser",11,"ILIA","the base face milk","$46.00 - $96.00","4.7","(384 reviews)","30ml ","100ml ","1 ","2 ","3 ","The Base Face Milk",0,30,100,0,0,0,100,96,0.96,48
3,"https://www.mecca.com/en-au/skincare/moisturisers/?page=3","https://www.mecca.com/en-au/kiehls/ultra-facial-oil-free-gel-cream-V-041295/?cgpath=skincare-moisturiser",11,"Kiehl's","ultra facial oil-freemlel cream","$65.00 - $121.00","4.8","(305 reviews)","50ml ","125ml ","1 ","2 ","3 ","Ultra Facial Oil-Free Gel Cream",0,50,125,0,0,0,125,121,0.968,48.4
1,"https://www.mecca.com/en-au/skincare/moisturisers/?page=1","https://www.mecca.com/en-au/kiehls/ultra-facial-cream-V-041310/?cgpath=skincare-moisturiser",11,"Kiehl's","ultra facial cream","$66.00 - $123.00","4.8","(2599 reviews)","50ml ","125ml ","1 ","2 ","3 ","Ultra Facial Cream",0,50,125,0,0,0,125,123,0.984,49.2
9,"https://www.mecca.com/en-au/skincare/moisturisers/?page=9","https://www.mecca.com/en-au/josie-maran-cosmetics/argan-oil-daily-moisturiser-spf-15-I-019494/?cgpath=skincare-moisturiser",6,"Josie Maran Cosmetics","armlan oil daily moisturiser spf 15 60ml","$60.00","4.3","(30 reviews)","0 ",NA,NA,NA,NA,"Argan Oil Daily Moisturiser SPF 15 60ml",60,0,0,0,0,0,60,60,1,50
6,"https://www.mecca.com/en-au/skincare/moisturisers/?page=6","https://www.mecca.com/en-au/kiehls/ultra-facial-skin-rescuer-I-041323/?cgpath=skincare-moisturiser",11,"Kiehl's","ultra facial skin rescuer 75ml","$76.00","4.7","(59 reviews)",NA,NA,NA,"4 ","5 ","Ultra Facial Skin Rescuer 75ml",75,0,0,0,0,0,75,76,1.01333333333333,50.6666666666667
4,"https://www.mecca.com/en-au/skincare/moisturisers/?page=4","https://www.mecca.com/en-au/mario-badescu/hyaluronic-dew-cream-I-043448/?cgpath=skincare-moisturiser",11,"Mario Badescu","hyaluronic dew cream 42ml","$43.00","4.3","(58 reviews)",NA,NA,NA,"4 ","5 ","Hyaluronic Dew Cream 42g",42,0,0,0,0,0,42,43,1.02380952380952,51.1904761904762
3,"https://www.mecca.com/en-au/skincare/moisturisers/?page=3","https://www.mecca.com/en-au/dermalogica/active-moist-V-027519/?cgpath=skincare-moisturiser",11,"Dermalogica","active moist","$76.00 - $156.00","4.7","(462 reviews)","150ml ","50ml ","100ml ","1 ","2 ","Active Moist",0,150,50,100,100,100,150,156,1.04,52
3,"https://www.mecca.com/en-au/skincare/moisturisers/?page=3","https://www.mecca.com/en-au/drunk-elephant/wonderwild-miracle-butter-V-054297/?cgpath=skincare-moisturiser",11,"Drunk Elephant","wonderwild™ miracle butter","$30.00 - $63.00","3.9","(9 reviews)","20ml ","60ml ","1 ","2 ","3 ","Wonderwild™ Miracle Butter",0,20,60,0,0,0,60,63,1.05,52.5
3,"https://www.mecca.com/en-au/skincare/moisturisers/?page=3","https://www.mecca.com/en-au/fig1/ceramide-moisturizer-I-067334/?cgpath=skincare-moisturiser",11,"Fig.1","ceramide moisturizer 50ml","$53.00","4.7","(113 reviews)",NA,NA,NA,"4 ","5 ","Ceramide Moisturizer 50 ml",50,0,0,0,0,0,50,53,1.06,53
2,"https://www.mecca.com/en-au/skincare/moisturisers/?page=2","https://www.mecca.com/en-au/mario-badescu/hyaluronic-day-cream-I-008231/?cgpath=skincare-moisturiser",11,"Mario Badescu","hyaluronic day cream 28ml","$30.00","4.5","(454 reviews)",NA,NA,NA,"4 ","5 ","Hyaluronic Day Cream 28g",28,0,0,0,0,0,28,30,1.07142857142857,53.5714285714286
6,"https://www.mecca.com/en-au/skincare/moisturisers/?page=6","https://www.mecca.com/en-au/skinstitut/repair-balm-V-059294/?cgpath=skincare-moisturiser",11,"Skinstitut","repair balm 50ml","$54.00","5.0","(2 reviews)","50ml ",NA,"2 ",NA,NA,"Repair Balm 50ml",50,50,0,0,0,0,50,54,1.08,54
6,"https://www.mecca.com/en-au/skincare/moisturisers/?page=6","https://www.mecca.com/en-au/officine-universelle-buly/pommade-virginale-face-moisturiser-I-034902/?cgpath=skincare-moisturiser",11,"Officine Universelle Buly","pommade virmlinale face moisturiser 75ml","$81.00","4.8","(13 reviews)",NA,NA,NA,"4 ","5 ","Pommade Virginale Face Moisturiser 75ml",75,0,0,0,0,0,75,81,1.08,54
4,"https://www.mecca.com/en-au/skincare/moisturisers/?page=4","https://www.mecca.com/en-au/tula/24-7-moisture-intense-ultra-hydrating-day-night-cream-14g-I-063233/?cgpath=skincare-moisturiser",11,"TULA","24-7 moisture intense ultra hydratinml day & nimlht cream","$46.00","4.2","(4 reviews)","14ml ","42ml ","1 ","2 ","3 ","24-7 Moisture Intense Ultra Hydrating Day & Night Cream",0,14,42,0,0,0,42,46,1.0952380952381,54.7619047619048
1,"https://www.mecca.com/en-au/skincare/moisturisers/?page=1","https://www.mecca.com/en-au/mecca-cosmetica/hydrating-moisturiser-V-028141/?cgpath=skincare-moisturiser",11,"MECCA COSMETICA","hydratinml moisturiser 50ml","$55.00","4.3","(534 reviews)","50ml ",NA,"2 ",NA,NA,"Hydrating Moisturiser 50ml",50,50,0,0,0,0,50,55,1.1,55
2,"https://www.mecca.com/en-au/skincare/moisturisers/?page=2","https://www.mecca.com/en-au/go-to/very-lightweight-moisturiser-V-055540/?cgpath=skincare-moisturiser",11,"Go-To","very limlhtweimlht moisturiser 50ml","$55.00","4.7","(405 reviews)","50ml ",NA,"2 ",NA,NA,"Very Lightweight Moisturiser 50ml",50,50,0,0,0,0,50,55,1.1,55
2,"https://www.mecca.com/en-au/skincare/moisturisers/?page=2","https://www.mecca.com/en-au/glow-recipe/watermelon-pink-juice-oil-free-moisturizer-refill-pod-I-067611/?cgpath=skincare-moisturiser",11,"Glow Recipe","watermelon pink juice oil-free moisturizer refill pod 50ml","$56.00","5.0","(2 reviews)",NA,NA,NA,"4 ","5 ","Watermelon Pink Juice Oil-Free Moisturizer Refill Pod 50ml",50,0,0,0,0,0,50,56,1.12,56
5,"https://www.mecca.com/en-au/skincare/moisturisers/?page=5","https://www.mecca.com/en-au/ere-perez/moringa-all-beauty-creme-I-044973/?cgpath=skincare-moisturiser",11,"Ere Perez","morinmla all-beauty creme 50ml","$57.00","4.4","(38 reviews)",NA,NA,NA,"4 ","5 ","Moringa All-Beauty Creme 50g",50,0,0,0,0,0,50,57,1.14,57
