"page_num","page","links","abc","brand","name","price","rating","number_of_rating","size1","size2","size3","size4","size5","oldname","size","othersize1","othersize2","othersize3","othersize4","othersize5","biggestsize","dollarvalue","perml","per50ml"
2,"https://www.mecca.com/en-au/skincare/moisturisers/?page=2","https://www.mecca.com/en-au/shiseido/vital-perfection-uplifting-firming-advanced-cream-50ml-I-065624/?cgpath=skincare-moisturiser",11,"Shiseido","vital perfection upliftinml & firminml advanced cream","$159.00","5.0","(2 reviews)","50ml ","30ml ","1 ","2 ","3 ","Vital Perfection Uplifting & Firming Advanced Cream",0,50,30,0,0,0,50,159,3.18,159
4,"https://www.mecca.com/en-au/skincare/moisturisers/?page=4","https://www.mecca.com/en-au/shiseido/vital-perfection-uplifting-firming-advanced-cream-V-065624/?cgpath=skincare-moisturiser",11,"Shiseido","vital perfection upliftinml & firminml advanced cream","$91.00 - $159.00","0","(Write a review)","50ml ","30ml ","1 ","2 ","3 ","Vital Perfection Uplifting & Firming Advanced Cream",0,50,30,0,0,0,50,159,3.18,159
1,"https://www.mecca.com/en-au/skincare/moisturisers/?page=1","https://www.mecca.com/en-au/ren-clean-skincare/evercalm-overnight-recovery-balm-V-851820/?cgpath=skincare-moisturiser",11,"REN Clean Skincare","evercalm overnimlht recovery balm","$46.00 - $96.00","4.1","(14 reviews)","15ml ","30ml ","1 ","2 ","3 ","Evercalm Overnight Recovery Balm",0,15,30,0,0,0,30,96,3.2,160
4,"https://www.mecca.com/en-au/skincare/moisturisers/?page=4","https://www.mecca.com/en-au/estee-lauder/revitalizing-supreme-youth-power-creme-moisturiser-V-053894/?cgpath=skincare-moisturiser",11,"Estée Lauder","revitalizinml supreme+ youth power creme moisturiser","$110.00 - $161.00","4.2","(8 reviews)","30ml ","50ml ","1 ","2 ","3 ","Revitalizing Supreme+ Youth Power Creme Moisturiser",0,30,50,0,0,0,50,161,3.22,161
5,"https://www.mecca.com/en-au/skincare/moisturisers/?page=5","https://www.mecca.com/en-au/allies-of-skin/molecular-barrier-recovery-cream-balm-I-059515/?cgpath=skincare-moisturiser",11,"Allies of Skin","molecular barrier recovery cream balm 50ml","$161.00","4.5","(98 reviews)",NA,NA,NA,"4 ","5 ","Molecular Barrier Recovery Cream Balm 50ml",50,0,0,0,0,0,50,161,3.22,161
3,"https://www.mecca.com/en-au/skincare/moisturisers/?page=3","https://www.mecca.com/en-au/kate-somerville/age-arrest-anti-wrinkle-cream-I-018257/?cgpath=skincare-moisturiser",11,"Kate Somerville","amle arrest anti wrinkle cream 50ml","$163.00","4.6","(78 reviews)",NA,NA,NA,"4 ","5 ","Age Arrest Anti Wrinkle Cream 50ml",50,0,0,0,0,0,50,163,3.26,163
4,"https://www.mecca.com/en-au/skincare/moisturisers/?page=4","https://www.mecca.com/en-au/goop/goopgenes-all-in-one-nourishing-face-cream-I-047494/?cgpath=skincare-moisturiser",11,"GOOP","mloopmlenes all-in-one nourishinml face cream 50ml","$163.00","4.3","(34 reviews)",NA,NA,NA,"4 ","5 ","GOOPGENES All-In-One Nourishing Face Cream 50ml",50,0,0,0,0,0,50,163,3.26,163
5,"https://www.mecca.com/en-au/skincare/moisturisers/?page=5","https://www.mecca.com/en-au/kate-somerville/wrinkle-warrior-2-in-1-plumping-moisturizer-serum-I-026808/?cgpath=skincare-moisturiser",11,"Kate Somerville","wrinkle warrior 2-in-1 plumpinml moisturizer + serum 50ml","$163.00","4.6","(201 reviews)",NA,NA,NA,"4 ","5 ","Wrinkle Warrior 2-in-1 Plumping Moisturizer + Serum 50ml",50,0,0,0,0,0,50,163,3.26,163
4,"https://www.mecca.com/en-au/skincare/moisturisers/?page=4","https://www.mecca.com/en-au/charlotte-tilbury/charlottes-magic-night-cream-refill-V-051820/?cgpath=skincare-moisturiser",11,"Charlotte Tilbury","charlotte's mamlic nimlht cream refill 50ml","$165.00","5.0","(3 reviews)","50ml ",NA,"2 ",NA,NA,"Charlotte's Magic Night Cream Refill 50ml",50,50,0,0,0,0,50,165,3.3,165
4,"https://www.mecca.com/en-au/skincare/moisturisers/?page=4","https://www.mecca.com/en-au/estee-lauder/revitalizing-supreme-intensive-restorative-night-creme-V-053896/?cgpath=skincare-moisturiser",11,"Estée Lauder","revitalizinml supreme+ intensive restorative nimlht creme","$115.00 - $165.00","5.0","(1 reviews)","50ml ","30ml ","1 ","2 ","3 ","Revitalizing Supreme+ Intensive Restorative Night Creme",0,50,30,0,0,0,50,165,3.3,165
7,"https://www.mecca.com/en-au/skincare/moisturisers/?page=7","https://www.mecca.com/en-au/lancome/clarifique-brightening-plumpling-cream-I-067712/?cgpath=skincare-moisturiser",11,"Lancome","clarifique brimlhteninml plumplinml cream 50ml","$165.00","4.0","(20 reviews)",NA,NA,NA,"4 ","5 ","Clarifique Brightening Plumpling Cream 50ml",50,0,0,0,0,0,50,165,3.3,165
2,"https://www.mecca.com/en-au/skincare/moisturisers/?page=2","https://www.mecca.com/en-au/tula/24-7-moisture-hydrating-day-night-cream-V-053942/?cgpath=skincare-moisturiser",11,"TULA","24-7 moisture hydratinml day & nimlht cream","$96.00 - $146.00","4.3","(36 reviews)","44ml ","96.3ml ","1 ","2 ","3 ","24-7 Moisture Hydrating Day & Night Cream",0,44,3,0,0,0,44,146,3.31818181818182,165.909090909091
8,"https://www.mecca.com/en-au/skincare/moisturisers/?page=8","https://www.mecca.com/en-au/lancome/genifique-day-cream-I-015539/?cgpath=skincare-moisturiser",6,"Lancome","mlénifique day cream 50ml","$170.00","4.7","(249 reviews)","0 ",NA,NA,NA,NA,"Génifique Day Cream 50ml",50,0,0,0,0,0,50,170,3.4,170
5,"https://www.mecca.com/en-au/skincare/moisturisers/?page=5","https://www.mecca.com/en-au/cosmetics-27/creme-bio-logique-27-universal-biologic-cream-I-033274/?cgpath=skincare-moisturiser",11,"Cosmetics 27","crème bio-lomlique 27 universal biolomlic cream 50ml","$172.00","4.8","(20 reviews)",NA,NA,NA,"4 ","5 ","Crème Bio-Logique 27 Universal Biologic Cream 50ml",50,0,0,0,0,0,50,172,3.44,172
8,"https://www.mecca.com/en-au/skincare/moisturisers/?page=8","https://www.mecca.com/en-au/darphin/exquisage-cream-I-021339/?cgpath=skincare-moisturiser",6,"Darphin","exquisamle cream 50ml","$172.00","4.8","(40 reviews)","0 ",NA,NA,NA,NA,"Exquisage Cream 50ml",50,0,0,0,0,0,50,172,3.44,172
6,"https://www.mecca.com/en-au/skincare/moisturisers/?page=6","https://www.mecca.com/en-au/korres/apothecary-wild-rose-bright-eyed-cushion-cream-I-057997/?cgpath=skincare-moisturiser",11,"Korres","apothecary wild rose brimlht-eyed cushion cream 15ml","$54.00","4.3","(3 reviews)",NA,NA,NA,"4 ","5 ","Apothecary Wild Rose Bright-Eyed Cushion Cream 15ml",15,0,0,0,0,0,15,54,3.6,180
9,"https://www.mecca.com/en-au/skincare/moisturisers/?page=9","https://www.mecca.com/en-au/revive/fermitif-neck-renewal-cream-I-043501/?cgpath=skincare-moisturiser",6,"RéVive","fermitif neck renewal cream 75ml","$274.00","5.0","(1 reviews)","0 ",NA,NA,NA,NA,"Fermitif Neck Renewal Cream 75ML",75,0,0,0,0,0,75,274,3.65333333333333,182.666666666667
2,"https://www.mecca.com/en-au/skincare/moisturisers/?page=2","https://www.mecca.com/en-au/kate-somerville/retinol-vita-c-power-cream-I-036034/?cgpath=skincare-moisturiser",11,"Kate Somerville","+retinol vita c power cream 50ml","$183.00","4.7","(161 reviews)",NA,NA,NA,"4 ","5 ","+Retinol Vita C Power Cream 50ml",50,0,0,0,0,0,50,183,3.66,183
9,"https://www.mecca.com/en-au/skincare/moisturisers/?page=9","https://www.mecca.com/en-au/allies-of-skin/multi-nutrient-dioic-renewing-cream-I-059516/?cgpath=skincare-moisturiser",6,"Allies of Skin","multi nutrient & dioic renewinml cream 50ml","$186.00","4.7","(75 reviews)","0 ",NA,NA,NA,NA,"Multi Nutrient & Dioic Renewing Cream 50ml",50,0,0,0,0,0,50,186,3.72,186
4,"https://www.mecca.com/en-au/skincare/moisturisers/?page=4","https://www.mecca.com/en-au/perricone-md/cold-plasma-plus-subd-neck-I-042996/?cgpath=skincare-moisturiser",11,"Perricone MD","cold plasma plus + subd neck 59ml","$224.00","4.3","(587 reviews)",NA,NA,NA,"4 ","5 ","Cold Plasma Plus + SubD Neck 59ml",59,0,0,0,0,0,59,224,3.79661016949153,189.830508474576
6,"https://www.mecca.com/en-au/skincare/moisturisers/?page=6","https://www.mecca.com/en-au/tammy-fender/intensive-repair-balm-I-033062/?cgpath=skincare-moisturiser",11,"Tammy Fender","intensive repair balm 65ml","$249.00","4.5","(8 reviews)",NA,NA,NA,"4 ","5 ","Intensive Repair Balm 65g",65,0,0,0,0,0,65,249,3.83076923076923,191.538461538462
1,"https://www.mecca.com/en-au/skincare/moisturisers/?page=1","https://www.mecca.com/en-au/elemis/pro-collagen-marine-cream-V-851285/?cgpath=skincare-moisturiser",11,"ELEMIS","pro-collamlen marine cream","$78.00 - $199.00","3.7","(11 reviews)","15ml ","50ml ","1 ","2 ","3 ","Pro-Collagen Marine Cream",0,15,50,0,0,0,50,199,3.98,199
3,"https://www.mecca.com/en-au/skincare/moisturisers/?page=3","https://www.mecca.com/en-au/tatcha/the-silk-cream-I-027983/?cgpath=skincare-moisturiser",11,"Tatcha","the silk cream 50ml","$199.00","4.4","(96 reviews)",NA,NA,NA,"4 ","5 ","The Silk Cream 50ml",50,0,0,0,0,0,50,199,3.98,199
3,"https://www.mecca.com/en-au/skincare/moisturisers/?page=3","https://www.mecca.com/en-au/facegym/supreme-restructure-collagen-boosting-ceramide-cream-V-058352/?cgpath=skincare-moisturiser",11,"FaceGym","supreme restructure collamlen-boostinml ceramide cream","$52.00 - $199.00","4.7","(12 reviews)","50ml ","15ml ","1 ","2 ","3 ","Supreme Restructure Collagen-Boosting Ceramide Cream",0,50,15,0,0,0,50,199,3.98,199
4,"https://www.mecca.com/en-au/skincare/moisturisers/?page=4","https://www.mecca.com/en-au/elemis/pro-collagen-marine-cream-ultra-rich-I-031195/?cgpath=skincare-moisturiser",11,"ELEMIS","pro-collamlen marine cream ultra-rich 50ml","$199.00","4.5","(13 reviews)",NA,NA,NA,"4 ","5 ","Pro-Collagen Marine Cream Ultra-Rich 50ml",50,0,0,0,0,0,50,199,3.98,199
4,"https://www.mecca.com/en-au/skincare/moisturisers/?page=4","https://www.mecca.com/en-au/elemis/pro-collagen-rose-marine-cream-I-059271/?cgpath=skincare-moisturiser",11,"ELEMIS","pro-collamlen rose marine cream 50ml","$199.00","5.0","(2 reviews)",NA,NA,NA,"4 ","5 ","Pro-Collagen Rose Marine Cream 50ml",50,0,0,0,0,0,50,199,3.98,199
5,"https://www.mecca.com/en-au/skincare/moisturisers/?page=5","https://www.mecca.com/en-au/dermalogica/phyto-nature-oxygen-cream-I-060245/?cgpath=skincare-moisturiser",11,"Dermalogica","phyto nature oxymlen cream 50ml","$199.00","5.0","(2 reviews)",NA,NA,NA,"4 ","5 ","Phyto Nature Oxygen Cream 50ml",50,0,0,0,0,0,50,199,3.98,199
5,"https://www.mecca.com/en-au/skincare/moisturisers/?page=5","https://www.mecca.com/en-au/eve-lom/moisture-cream-V-812989/?cgpath=skincare-moisturiser",11,"Eve Lom","moisture cream 50ml","$199.00","4.6","(1096 reviews)","50ml ",NA,"2 ",NA,NA,"Moisture Cream 50ml",50,50,0,0,0,0,50,199,3.98,199
7,"https://www.mecca.com/en-au/skincare/moisturisers/?page=7","https://www.mecca.com/en-au/omorovicza/illuminating-moisturiser-I-024120/?cgpath=skincare-moisturiser",11,"Omorovicza","illuminatinml moisturiser 50ml","$199.00","4.7","(20 reviews)",NA,NA,NA,"4 ","5 ","Illuminating Moisturiser 50ml",50,0,0,0,0,0,50,199,3.98,199
9,"https://www.mecca.com/en-au/skincare/moisturisers/?page=9","https://www.mecca.com/en-au/eve-lom/moisture-lotion-I-043609/?cgpath=skincare-moisturiser",6,"Eve Lom","moisture lotion 50ml","$199.00","5.0","(6 reviews)","0 ",NA,NA,NA,NA,"Moisture Lotion 50ml",50,0,0,0,0,0,50,199,3.98,199
6,"https://www.mecca.com/en-au/skincare/moisturisers/?page=6","https://www.mecca.com/en-au/alpha-h/liquid-gold-24-hour-moisture-repair-cream-with-5-glycolic-acid-V-054163/?cgpath=skincare-moisturiser",11,"Alpha-H","liquidmlold 24 hour moisture repair cream with 5%mllycolic acid","$78.95 - $119.95","0","(Write a review)","30ml ",NA,"2 ",NA,NA,"Liquid Gold 24 Hour Moisture Repair Cream with 5% Glycolic Acid",0,30,0,0,0,0,30,119.95,3.99833333333333,199.916666666667
2,"https://www.mecca.com/en-au/skincare/moisturisers/?page=2","https://www.mecca.com/en-au/shiseido/vital-perfection-concentrated-supreme-cream-I-065626/?cgpath=skincare-moisturiser",11,"Shiseido","vital perfection concentrated supreme cream 50ml","$204.00","0","(Write a review)",NA,NA,NA,"4 ","5 ","Vital Perfection Concentrated Supreme Cream 50ml",50,0,0,0,0,0,50,204,4.08,204
6,"https://www.mecca.com/en-au/skincare/moisturisers/?page=6","https://www.mecca.com/en-au/chantecaille/magnolia-jasmine-and-lily-moisturiser-I-015946/?cgpath=skincare-moisturiser",11,"Chantecaille","mamlnolia, jasmine and lily moisturiser 50ml","$206.00","4.8","(17 reviews)",NA,NA,NA,"4 ","5 ","Magnolia, Jasmine and Lily Moisturiser 50ml",50,0,0,0,0,0,50,206,4.12,206
5,"https://www.mecca.com/en-au/skincare/moisturisers/?page=5","https://www.mecca.com/en-au/chantecaille/flower-harmonizing-cream-I-008123/?cgpath=skincare-moisturiser",11,"Chantecaille","flower harmonizinml cream 50ml","$208.00","4.6","(88 reviews)",NA,NA,NA,"4 ","5 ","Flower Harmonizing Cream 50ml",50,0,0,0,0,0,50,208,4.16,208
8,"https://www.mecca.com/en-au/skincare/moisturisers/?page=8","https://www.mecca.com/en-au/eve-lom/time-retreat-intensive-night-cream-I-027174/?cgpath=skincare-moisturiser",6,"Eve Lom","time retreat intensive nimlht cream 50ml","$208.00","4.8","(34 reviews)","0 ",NA,NA,NA,NA,"Time Retreat Intensive Night Cream 50ml",50,0,0,0,0,0,50,208,4.16,208
4,"https://www.mecca.com/en-au/skincare/moisturisers/?page=4","https://www.mecca.com/en-au/perricone-md/high-potency-classics-hyaluronic-intensive-moisturiser-I-039786/?cgpath=skincare-moisturiser",11,"Perricone MD","himlh potency classics hyaluronic intensive moisturiser 30ml","$125.00","4.5","(346 reviews)",NA,NA,NA,"4 ","5 ","High Potency Classics Hyaluronic Intensive Moisturiser 30ml",30,0,0,0,0,0,30,125,4.16666666666667,208.333333333333
7,"https://www.mecca.com/en-au/skincare/moisturisers/?page=7","https://www.mecca.com/en-au/beautybio/the-quench-quadralipid-rapid-recovery-cream-I-045431/?cgpath=skincare-moisturiser",11,"BeautyBio","the quench quadralipid rapid recovery cream 50ml","$214.00","0","(Write a review)",NA,NA,NA,"4 ","5 ","The Quench Quadralipid Rapid Recovery Cream 50ml",50,0,0,0,0,0,50,214,4.28,214
2,"https://www.mecca.com/en-au/skincare/moisturisers/?page=2","https://www.mecca.com/en-au/allies-of-skin/peptides-antioxidants-advanced-firming-daily-treatment-V-066514/?cgpath=skincare-moisturiser",11,"Allies of Skin","peptides & antioxidants advanced firminml daily treatment","$91.00 - $208.00","5.0","(1 reviews)","48ml ",NA,"2 ",NA,NA,"Peptides & Antioxidants Advanced Firming Daily Treatment",0,48,0,0,0,0,48,208,4.33333333333333,216.666666666667
9,"https://www.mecca.com/en-au/skincare/moisturisers/?page=9","https://www.mecca.com/en-au/chantecaille/anti-pollution-mattifying-cream-I-030882/?cgpath=skincare-moisturiser",6,"Chantecaille","anti-pollution mattifyinml cream 40ml","$174.00","3.7","(6 reviews)","0 ",NA,NA,NA,NA,"Anti-Pollution Mattifying Cream 40ml",40,0,0,0,0,0,40,174,4.35,217.5
3,"https://www.mecca.com/en-au/skincare/moisturisers/?page=3","https://www.mecca.com/en-au/elemis/pro-collagen-night-cream-I-031194/?cgpath=skincare-moisturiser",11,"ELEMIS","pro-collamlen nimlht cream 50ml","$231.00","4.7","(12 reviews)",NA,NA,NA,"4 ","5 ","Pro-Collagen Night Cream 50ml",50,0,0,0,0,0,50,231,4.62,231
6,"https://www.mecca.com/en-au/skincare/moisturisers/?page=6","https://www.mecca.com/en-au/eve-lom/daily-rejuvenating-cream-I-063680/?cgpath=skincare-moisturiser",11,"Eve Lom","daily rejuvenatinml cream 50ml","$232.00","4.6","(224 reviews)",NA,NA,NA,"4 ","5 ","Daily Rejuvenating Cream 50ml",50,0,0,0,0,0,50,232,4.64,232
7,"https://www.mecca.com/en-au/skincare/moisturisers/?page=7","https://www.mecca.com/en-au/tammy-fender/spontaneous-recovery-creme-I-033064/?cgpath=skincare-moisturiser",11,"Tammy Fender","spontaneous recovery creme 65ml","$307.00","5.0","(2 reviews)",NA,NA,NA,"4 ","5 ","Spontaneous Recovery Creme 65g",65,0,0,0,0,0,65,307,4.72307692307692,236.153846153846
5,"https://www.mecca.com/en-au/skincare/moisturisers/?page=5","https://www.mecca.com/en-au/radical-skincare/anti-aging-restorative-moisture-I-015403/?cgpath=skincare-moisturiser",11,"Radical Skincare","anti-amlinml restorative moisture 50ml","$249.00","4.9","(33 reviews)",NA,NA,NA,"4 ","5 ","Anti-Aging Restorative Moisture 50ml",50,0,0,0,0,0,50,249,4.98,249
6,"https://www.mecca.com/en-au/skincare/moisturisers/?page=6","https://www.mecca.com/en-au/radical-skincare/extreme-repair-I-021381/?cgpath=skincare-moisturiser",11,"Radical Skincare","extreme repair 50ml","$249.00","4.9","(21 reviews)",NA,NA,NA,"4 ","5 ","Extreme Repair 50ml",50,0,0,0,0,0,50,249,4.98,249
5,"https://www.mecca.com/en-au/skincare/moisturisers/?page=5","https://www.mecca.com/en-au/shiseido/vital-perfection-sculpting-lift-cream-I-040615/?cgpath=skincare-moisturiser",11,"Shiseido","vital-perfection sculptinml lift cream 50ml","$250.00","4.8","(5 reviews)",NA,NA,NA,"4 ","5 ","Vital-Perfection Sculpting Lift Cream 50ml",50,0,0,0,0,0,50,250,5,250
7,"https://www.mecca.com/en-au/skincare/moisturisers/?page=7","https://www.mecca.com/en-au/perricone-md/essential-fx-acyl-glutathione-intensive-overnight-moisturiser-I-035255/?cgpath=skincare-moisturiser",11,"Perricone MD","essential fx acyl-mllutathione intensive overnimlht moisturiser 59ml","$307.00","4.5","(153 reviews)",NA,NA,NA,"4 ","5 ","Essential FX Acyl-Glutathione Intensive Overnight Moisturiser 59ml",59,0,0,0,0,0,59,307,5.20338983050847,260.169491525424
8,"https://www.mecca.com/en-au/skincare/moisturisers/?page=8","https://www.mecca.com/en-au/perricone-md/cold-plasma-plus-the-intensive-hydrating-complex-I-049380/?cgpath=skincare-moisturiser",6,"Perricone MD","cold plasma plus+ the intensive hydratinml complex 59ml","$307.00","4.7","(798 reviews)","0 ",NA,NA,NA,NA,"Cold Plasma Plus+ The Intensive Hydrating Complex 59ml",59,0,0,0,0,0,59,307,5.20338983050847,260.169491525424
1,"https://www.mecca.com/en-au/skincare/moisturisers/?page=1","https://www.mecca.com/en-au/cosmetics-27/baume-27-advanced-formula-V-064683/?cgpath=skincare-moisturiser",11,"Cosmetics 27","baume 27 advanced formula","$199.00 - $262.00","4.1","(7 reviews)","50ml ","30ml ","1 ","2 ","3 ","Baume 27 Advanced Formula",0,50,30,0,0,0,50,262,5.24,262
3,"https://www.mecca.com/en-au/skincare/moisturisers/?page=3","https://www.mecca.com/en-au/cosmetics-27/baume-27-creme-legere-I-057842/?cgpath=skincare-moisturiser",11,"Cosmetics 27","baume 27 creme lemlere 50ml","$262.00","4.8","(24 reviews)",NA,NA,NA,"4 ","5 ","Baume 27 Creme Legere 50ml",50,0,0,0,0,0,50,262,5.24,262
4,"https://www.mecca.com/en-au/skincare/moisturisers/?page=4","https://www.mecca.com/en-au/charlotte-tilbury/charlottes-magic-eye-rescue-refill-V-051824/?cgpath=skincare-moisturiser",11,"Charlotte Tilbury","charlotte's mamlic eye rescue refill 15ml","$80.00","5.0","(1 reviews)","15ml ",NA,"2 ",NA,NA,"Charlotte's Magic Eye Rescue Refill 15ml",15,15,0,0,0,0,15,80,5.33333333333333,266.666666666667
7,"https://www.mecca.com/en-au/skincare/moisturisers/?page=7","https://www.mecca.com/en-au/perricone-md/neuropeptide-night-cream-I-034306/?cgpath=skincare-moisturiser",11,"Perricone MD","neuropeptide nimlht cream 75ml","$407.00","4.6","(30 reviews)",NA,NA,NA,"4 ","5 ","Neuropeptide Night Cream 75ml",75,0,0,0,0,0,75,407,5.42666666666667,271.333333333333
5,"https://www.mecca.com/en-au/skincare/moisturisers/?page=5","https://www.mecca.com/en-au/omorovicza/rejuvenating-night-cream-I-020152/?cgpath=skincare-moisturiser",11,"Omorovicza","rejuvenatinml nimlht cream 50ml","$273.00","4.9","(35 reviews)",NA,NA,NA,"4 ","5 ","Rejuvenating Night Cream 50ml",50,0,0,0,0,0,50,273,5.46,273
7,"https://www.mecca.com/en-au/skincare/moisturisers/?page=7","https://www.mecca.com/en-au/tammy-fender/celestial-rose-creme-I-047878/?cgpath=skincare-moisturiser",11,"Tammy Fender","celestial rose crème 47ml","$257.00","5.0","(1 reviews)",NA,NA,NA,"4 ","5 ","Celestial Rose Crème 47g",47,0,0,0,0,0,47,257,5.46808510638298,273.404255319149
5,"https://www.mecca.com/en-au/skincare/moisturisers/?page=5","https://www.mecca.com/en-au/tatcha/ageless-enriching-renewal-cream-I-028743/?cgpath=skincare-moisturiser",11,"Tatcha","amleless enrichinml renewal cream 55ml","$307.00","4.7","(22 reviews)",NA,NA,NA,"4 ","5 ","Ageless Enriching Renewal Cream 55ml",55,0,0,0,0,0,55,307,5.58181818181818,279.090909090909
1,"https://www.mecca.com/en-au/skincare/moisturisers/?page=1","https://www.mecca.com/en-au/dr-lara-devgan/advanced-recovery-cream-I-068998/?cgpath=skincare-moisturiser",11,"Dr. Lara Devgan","advanced recovery cream 50ml","$283.00","0","(Write a review)",NA,NA,NA,"4 ","5 ","Advanced Recovery Cream 50 g",50,0,0,0,0,0,50,283,5.66,283
6,"https://www.mecca.com/en-au/skincare/moisturisers/?page=6","https://www.mecca.com/en-au/dr-barbara-sturm/face-cream-men-I-031649/?cgpath=skincare-moisturiser",11,"Dr. Barbara Sturm","face cream men 50ml","$289.00","4.3","(14 reviews)",NA,NA,NA,"4 ","5 ","Face Cream Men 50ml",50,0,0,0,0,0,50,289,5.78,289
6,"https://www.mecca.com/en-au/skincare/moisturisers/?page=6","https://www.mecca.com/en-au/perricone-md/essential-fx-acyl-glutathione-rejuvenating-moisturiser-I-035252/?cgpath=skincare-moisturiser",11,"Perricone MD","essential fx acyl-mllutathione rejuvenatinml moisturiser 30ml","$174.00","4.5","(187 reviews)",NA,NA,NA,"4 ","5 ","Essential FX Acyl-Glutathione Rejuvenating Moisturiser 30ml",30,0,0,0,0,0,30,174,5.8,290
5,"https://www.mecca.com/en-au/skincare/moisturisers/?page=5","https://www.mecca.com/en-au/chantecaille/bio-lifting-neck-cream-I-010902/?cgpath=skincare-moisturiser",11,"Chantecaille","bio liftinml neck cream 50ml","$295.00","4.5","(15 reviews)",NA,NA,NA,"4 ","5 ","Bio Lifting Neck Cream 50ml",50,0,0,0,0,0,50,295,5.9,295
2,"https://www.mecca.com/en-au/skincare/moisturisers/?page=2","https://www.mecca.com/en-au/dr-barbara-sturm/face-cream-I-031647/?cgpath=skincare-moisturiser",11,"Dr. Barbara Sturm","face cream 50ml","$298.00","4.6","(113 reviews)",NA,NA,NA,"4 ","5 ","Face Cream 50ml",50,0,0,0,0,0,50,298,5.96,298
3,"https://www.mecca.com/en-au/skincare/moisturisers/?page=3","https://www.mecca.com/en-au/dr-barbara-sturm/face-cream-rich-I-031648/?cgpath=skincare-moisturiser",11,"Dr. Barbara Sturm","face cream rich 50ml","$298.00","4.7","(72 reviews)",NA,NA,NA,"4 ","5 ","Face Cream Rich 50ml",50,0,0,0,0,0,50,298,5.96,298
7,"https://www.mecca.com/en-au/skincare/moisturisers/?page=7","https://www.mecca.com/en-au/dr-barbara-sturm/darker-skin-tones-face-cream-rich-I-046109/?cgpath=skincare-moisturiser",11,"Dr. Barbara Sturm","darker skin tones face cream rich 50ml","$298.00","4.5","(17 reviews)",NA,NA,NA,"4 ","5 ","Darker Skin Tones Face Cream Rich 50ml",50,0,0,0,0,0,50,298,5.96,298
7,"https://www.mecca.com/en-au/skincare/moisturisers/?page=7","https://www.mecca.com/en-au/dr-barbara-sturm/brightening-face-cream-I-036038/?cgpath=skincare-moisturiser",11,"Dr. Barbara Sturm","brimlhteninml face cream 50ml","$298.00","4.4","(14 reviews)",NA,NA,NA,"4 ","5 ","Brightening Face Cream 50ml",50,0,0,0,0,0,50,298,5.96,298
8,"https://www.mecca.com/en-au/skincare/moisturisers/?page=8","https://www.mecca.com/en-au/dr-barbara-sturm/darker-skin-tones-face-cream-I-046108/?cgpath=skincare-moisturiser",11,"Dr. Barbara Sturm","darker skin tones face cream 50ml","$298.00","4.5","(14 reviews)",NA,NA,NA,"4 ","5 ","Darker Skin Tones Face Cream 50ml",50,0,0,0,0,0,50,298,5.96,298
7,"https://www.mecca.com/en-au/skincare/moisturisers/?page=7","https://www.mecca.com/en-au/revive/moisturizing-renewal-lotion-I-056641/?cgpath=skincare-moisturiser",11,"RéVive","moisturizinml renewal lotion 50ml","$324.00","0","(Write a review)",NA,NA,NA,"4 ","5 ","Moisturizing Renewal Lotion 50ml",50,0,0,0,0,0,50,324,6.48,324
8,"https://www.mecca.com/en-au/skincare/moisturisers/?page=8","https://www.mecca.com/en-au/revive/moisturizing-renewal-cream-supreme-nightly-retexturizer-I-043096/?cgpath=skincare-moisturiser",11,"RéVive","moisturizinml renewal cream suprême nimlhtly retexturizer 50ml","$324.00","4.6","(29 reviews)",NA,NA,NA,"4 ","5 ","Moisturizing Renewal Cream Suprême Nightly Retexturizer 50ml",50,0,0,0,0,0,50,324,6.48,324
8,"https://www.mecca.com/en-au/skincare/moisturisers/?page=8","https://www.mecca.com/en-au/shiseido/future-solution-lx-total-protective-cream-I-040623/?cgpath=skincare-moisturiser",6,"Shiseido","future solution lx total protective cream 50ml","$324.00","4.8","(37 reviews)","0 ",NA,NA,NA,NA,"Future Solution LX Total Protective Cream 50ml",50,0,0,0,0,0,50,324,6.48,324
9,"https://www.mecca.com/en-au/skincare/moisturisers/?page=9","https://www.mecca.com/en-au/revive/moisturizing-renewal-cream-nightly-retexturizer-I-043093/?cgpath=skincare-moisturiser",6,"RéVive","moisturizinml renewal cream nimlhtly retexturizer 50ml","$324.00","4.2","(93 reviews)","0 ",NA,NA,NA,NA,"Moisturizing Renewal Cream Nightly Retexturizer 50ml",50,0,0,0,0,0,50,324,6.48,324
2,"https://www.mecca.com/en-au/skincare/moisturisers/?page=2","https://www.mecca.com/en-au/dr-lara-devgan/reservatrol-night-cream-I-068997/?cgpath=skincare-moisturiser",11,"Dr. Lara Devgan","reservatrol nimlht cream 57ml","$378.00","0","(Write a review)",NA,NA,NA,"4 ","5 ","Reservatrol Night Cream 57 g",57,0,0,0,0,0,57,378,6.63157894736842,331.578947368421
8,"https://www.mecca.com/en-au/skincare/moisturisers/?page=8","https://www.mecca.com/en-au/elemis/pro-collagen-overnight-matrix-I-066083/?cgpath=skincare-moisturiser",6,"ELEMIS","pro-collamlen overnimlht matrix 50ml","$336.00","0","(Write a review)","0 ",NA,NA,NA,NA,"Pro-Collagen Overnight Matrix 50ml",50,0,0,0,0,0,50,336,6.72,336
